Latitude,Longitude,altitude,Distance,Pitch angle,Velocity,Time(secs),Acceleration
39.10512578,127.6230837,1222,516,-688.7142857,6.154958813,1613.5,3.814663039
18.592648,-120.517166,349.48,1919.359,-52,887,1816,488.4361233
30.92563,-120.516877,10416.26,554.2908,-2,901,532,1693.609023
39.63177829,127.4697647,881,839,-181.2142857,8.594034814,633.5,13.56595866
53.71387257,-113.3440299,700.1,375,179.6,68.77,117,587.7777778
53.64569343,-113.3485292,676.34,332,92.5,60.03,255,235.4117647
22.132256,-120.516954,10390.19,1528.04,82,911,1452,627.4104683
442760087,-940902736,2,188,-231,190,2120,89.62264151
53.64692379,-113.346726,673.98,328,250.2,53.74,2262,23.75773652
442760086,-940902741,5,125,-231,140,1235,113.3603239
38.06977438,124.864235,642,574,-347.9642857,7.792624128,955.5,8.155545922
442760088,-940902745,6,110,-232,117,270,433.3333333
442760087,-940902737,1,133,-235,101,2720,37.13235294
442760087,-940902738,6,117,-231,141,1885,74.80106101
39.6596,124.7057,195,586,-2,13,63.5,204.7244094
24.594762,-120.51704,6209.19,1255.364,57,897,1220,735.2459016
37.23425301,125.6867038,619,538,-468.1071429,7.215210217,1187.5,6.075966499
18.023933,-120.51676,856.78,1982.305,-33,912,1902,479.4952681
53.64950342,-113.2905718,662.82,353,1.9,110.82,1359,81.54525386
53.4186085,-113.6662559,656.54,350,357.5,64.37,291,221.2027491
39.37432512,126.513196,849,702,-715.6428571,6.025538454,1665.5,3.617855571
53.40324647,-113.615354,711.3,235,183,73.89,612,120.7352941
38.11532781,127.2082102,329,1211,-175,8.62390105,621.5,13.87594698
33.514246,-118.402828,7142.17,181.1148,87,883,212,4165.09434
53.53670017,-113.667673,736.87,307,194.2,91.95,1362,67.51101322
442760086,-940902736,5,121,-230,102,4240,24.05660377
53.42606828,-113.3910586,767.88,353,235,52.66,2346,22.44671782
19.75545,-120.517176,6718.6,1790.853,-16,885,1672,529.3062201
19.576858,-120.516752,5709.67,1810.595,70,895,1692,528.9598109
33.87465,-118.359177,6244.38,140.8881,-71,906,174,5206.896552
17.814567,-120.517146,2314.03,2005.502,51,887,1930,459.5854922
442760086,-940902739,4,160,-233,168,1545,108.7378641
28.829925,-120.517239,10418.79,786.4342,56,897,724,1238.950276
53.43710761,-113.4545898,731.52,263,100.2,72.31,135,535.6296296
37.67874642,127.7551662,621,896,-673.1785714,6.229624405,1583.5,3.93408551
19.612155,-120.517231,5925.91,1806.683,-88,900,1688,533.1753555
53.43687039,-113.360272,777.66,316,67,79.6,1896,41.98312236
21.737945,-120.517101,10391.23,1571.684,16,914,1488,614.2473118
37.17954628,124.4591894,130,742,-105.6071429,8.957407361,487.5,18.37416895
442760086,-940902738,4,132,-231,119,1695,70.20648968
442760086,-940902739,2,116,-233,106,1525,69.50819672
38.68682282,128.1878624,1392,1370,-186.3928571,8.569146283,643.5,13.31646664
24.011182,-120.516992,7919.52,1320.044,-72,905,1278,708.1377152
39.59407882,126.2310551,1168,712,-106.6428571,8.952429655,489.5,18.28892677
38.27876825,127.1923303,616,1307,-434.9642857,7.374496813,1123.5,6.563860092
53.68685084,-113.557656,683.51,219,290,61.26,774,79.14728682
442760087,-940902743,6,126,-235,109,775,140.6451613
28.570237,-120.516727,10419.24,815.1974,-71,912,748,1219.251337
30.602314,-120.516856,10419.26,590.1148,-53,883,562,1571.174377
37.90554465,128.7861897,981,1171,-260.9642857,8.210751442,787.5,10.42635104
37.87455844,124.3485349,1234,776,-722.8928571,5.990694511,1679.5,3.566951182
442760087,-940902737,1,187,-233,180,3700,48.64864865
53.69437247,-113.4907667,719.08,361,104.1,55.38,2733,20.26344676
37.80727061,124.1639728,711,586,12.46428571,9.524865859,259.5,36.70468539
53.40817913,-113.4904282,728.32,231,208.8,83.69,2442,34.27108927
39.81337166,127.7432591,771,586,-77.64285714,9.091805426,433.5,20.9730229
442760086,-940902736,5,117,-233,123,4490,27.39420935
53.39629868,-113.3441829,772.57,368,180.2,54.69,2232,24.50268817
442760086,-940902738,1,157,-234,155,1580,98.10126582
38.89345012,125.3807505,873,987,-779.8571429,5.716920674,1789.5,3.194702807
39.24706313,125.322138,43,1001,-228.8571429,8.365060332,725.5,11.53006248
442760087,-940902745,1,136,-231,182,475,383.1578947
19.647538,-120.51721,6138.82,1802.774,-80,919,1684,545.7244656
25.777274,-120.516933,875.03,1124.085,-41,913,1070,853.271028
38.88654753,127.0336662,538,1356,-786.0714286,5.687054437,1801.5,3.156843984
25.878102,-120.516844,843.53,1112.955,23,886,1054,840.6072106
38.07760748,124.6168605,754,990,-509.5357143,7.016101972,1267.5,5.535386171
53.41279116,-113.6036742,705.44,291,215.7,88.06,711,123.8537271
28.656651,-120.516954,10416.2,805.6341,-15,884,740,1194.594595
442760086,-940902736,4,113,-235,182,4450,40.8988764
39.84307069,126.550208,701,846,-683.5357143,6.179847344,1603.5,3.853974022
442760087,-940902736,6,140,-233,152,4115,36.93803159
53.37326312,-113.3117256,771.06,266,140,74.76,1200,62.3
442760086,-940902741,2,196,-231,140,1230,113.8211382
18.906411,-120.516785,2018.42,1884.675,53,892,1774,502.8184893
53.39999512,-113.3932825,757.79,217,0,59.59,1986,30.00503525
24.073168,-120.516878,7738.1,1313.179,-16,909,1272,714.6226415
20.067007,-120.516936,8244.62,1756.508,-85,912,1640,556.097561
53.41561237,-113.6113183,717.3,296,175,79.9,1935,41.29198966
442760087,-940902737,3,102,-233,168,3190,52.6645768
34.703138,-118.106594,1646.57,18.3892,78,900,34,26470.58824
37.46127567,126.6493863,234,816,-573.75,6.707484193,1391.5,4.820326405
32.350335,-119.751538,10136.85,365.2723,-11,905,372,2432.795699
53.68948328,-113.5032803,705.53,376,186.4,90.64,2172,41.73112339
442760088,-940902737,4,145,-232,141,2965,47.55480607
18.876023,-120.517303,1844.46,1888.043,-63,893,1778,502.2497188
27.860226,-120.516921,9799.09,893.8182,21,906,814,1113.022113
39.05444058,125.7384963,901,559,-96.28571429,9.002206716,469.5,19.17402921
53.69309093,-113.5322617,680.93,208,264.3,24.65,318,77.51572327
37.35794737,124.5991264,596,813,-103.5357143,8.967362773,483.5,18.54676892
24.379328,-120.517272,6863.46,1279.257,78,896,1242,721.4170692
442760086,-940902742,4,113,-236,157,820,191.4634146
53.50378012,-113.7742044,749.61,225,222.6,67.99,2682,25.35048471
53.38537831,-113.4453014,720.84,217,357,70.3,48,1464.583333
53.48493002,-113.7691883,751.31,247,91.9,97.03,2844,34.11744023
442760087,-940902736,6,193,-237,112,2885,38.82149047
39.84354963,128.7218389,522,1118,-338.6428571,7.837423483,937.5,8.359918382
37.36723332,125.4947862,334,820,-790.2142857,5.667143613,1809.5,3.131883732
39.40167,127.5369,195,586,11,10,69.5,143.8848921
39.57620921,126.7230128,447,821,-237.1428571,8.325238683,741.5,11.22756397
34.220362,-118.302893,5450.5,101.8073,34,886,134,6611.940299
53.65238812,-113.5485365,727.46,334,178,78.1,783,99.74457216
53.52580865,-113.6651291,723.66,232,181.5,68.23,2043,33.39696525
39.95943713,124.8912367,1176,575,-685.6071429,6.169891931,1607.5,3.838190937
442760086,-940902735,5,121,-234,183,4675,39.14438503
20.966455,-120.516857,10389.1,1657.068,-21,916,1558,587.9332478
25.50172,-120.51714,2108.02,1154.683,-78,886,1112,796.7625899
22.642665,-120.51675,10304.05,1471.594,52,893,1406,635.1351351
17.96501,-120.51648,1276.59,1988.863,39,917,1910,480.104712
31.828877,-120.415296,10414.81,450.623,-79,908,444,2045.045045
442760087,-940902736,5,101,-234,121,3425,35.32846715
442760087,-940902744,5,132,-234,113,660,171.2121212
442760087,-940902744,5,101,-236,113,580,194.8275862
37.39732569,124.9919789,899,1020,-383.1785714,7.62338212,1023.5,7.448345989
29.069181,-120.516954,10418.18,759.9474,-15,881,702,1254.985755
38.90612964,127.6377087,136,1303,-157.3928571,8.708522055,587.5,14.82301626
53.36873674,-113.6556783,705.52,309,271,77.48,756,102.4867725
53.63201132,-113.5603917,715.23,249,67.2,69.95,921,75.95005429
37.52823971,124.7935865,1146,628,-382.1428571,7.628359826,1021.5,7.467802081
38.64525466,124.5386456,1317,1246,-576.8571429,6.692551074,1397.5,4.788945312
24.031849,-120.516719,7861.47,1317.749,-46,902,1276,706.8965517
38.7116895,126.6690906,280,743,-283.75,8.101241907,831.5,9.742924723
442760087,-940902738,3,200,-230,129,1890,68.25396825
442760087,-940902737,1,143,-234,151,3430,44.02332362
53.66935798,-113.3571853,695.14,324,149.7,70.8,456,155.2631579
40.0368,128.1839,0,0,48,12,209.5,57.27923628
442760088,-940902737,5,152,-235,153,3210,47.6635514
442760087,-940902738,4,117,-231,123,1795,68.52367688
37.76523411,128.0888091,336,847,-532.3214286,6.906592438,1311.5,5.266177993
53.39503535,-113.350798,773.29,223,274.7,70.76,1626,43.51783518
53.41553155,-113.6663292,648.22,288,178.8,67.65,57,1186.842105
442760089,-940902746,1,185,-227,100,10,10000
21.253797,-120.517238,10392.86,1625.272,29,909,1532,593.3420366
53.67375831,-113.3429762,702.16,255,2.2,76.22,2148,35.48417132
53.50991855,-113.7294424,739.11,362,200.1,75.9,315,240.952381
53.58950107,-113.3360627,658.73,342,31,72.31,453,159.6247241
442760086,-940902736,4,183,-236,163,4445,36.6704162
53.40541491,-113.638994,710.63,287,85.7,45.04,1335,33.73782772
53.43509231,-113.4251949,745.96,369,89.8,71.24,2067,34.46540881
39.1677,127.4817,195,586,-27,9,167.5,53.73134328
442760087,-940902737,1,121,-233,139,3265,42.57274119
53.41478988,-113.3813298,780.41,259,170.2,60.29,1380,43.6884058
39.50633544,126.0339809,698,1049,-124.25,8.867808651,523.5,16.93946256
39.40167,127.5369,195,586,-90,9,137.5,65.45454545
39.85432633,128.3096428,796,1223,-220.5714286,8.404881981,709.5,11.84620434
17.545674,-120.516973,3717.61,2035.342,31,906,1964,461.3034623
442760088,-940902737,2,149,-232,119,3090,38.51132686
442760087,-940902737,3,130,-233,165,3130,52.71565495
53.41878245,-113.6650004,651.91,327,0.4,73.22,2964,24.70310391
53.41434624,-113.665873,654.9,388,184.2,71.45,2502,28.55715428
442760087,-940902737,6,129,-231,188,3515,53.48506401
39.46535927,128.6869508,274,1039,-646.25,6.359044764,1531.5,4.152167655
53.65868098,-113.4306712,700.9,242,354.8,52.95,2925,18.1025641
53.60022852,-113.2592777,690.7,261,298.7,88.49,657,134.6879756
442760087,-940902737,5,169,-232,183,3020,60.59602649
34.191786,-118.320577,5516.33,105.4329,-48,905,138,6557.971014
442760087,-940902743,3,117,-235,115,700,164.2857143
53.37704963,-113.4116092,743.74,230,91.3,63.21,1308,48.32568807
23.34078,-120.517145,9413.19,1394.267,80,914,1342,681.0730253
442760086,-940902736,2,166,-233,171,4500,38
38.99083,127.6236,150,586,34,6,49.5,121.2121212
32.47972,-119.585773,9964.25,344.0483,-22,884,354,2497.175141
53.6165681,-113.5858194,728.14,387,98.8,79.71,1539,51.79337232
442760087,-940902737,4,176,-232,163,3615,45.08990318
53.46430425,-113.754024,729.92,300,308.8,75.57,1542,49.0077821
53.57644273,-113.2822757,684.52,328,2.2,72.43,1566,46.25159642
53.66729676,-113.3372196,687.59,277,1,73.7,690,106.8115942
53.66858775,-113.3251249,684.63,253,0,80.46,636,126.509434
442760088,-940902736,5,136,-230,146,2185,66.81922197
53.52862316,-113.7182838,744.36,255,271.8,72.11,1923,37.49869995
38.68842518,126.1209418,725,597,-366.6071429,7.703025418,991.5,7.769062449
442760087,-940902737,5,100,-231,118,2340,50.42735043
37.85161349,128.2160106,948,921,-750.8571429,5.856296446,1733.5,3.378307728
442760086,-940902735,1,190,-233,153,4655,32.867884
26.238735,-120.516758,1334.26,1072.994,9,905,998,906.8136273
53.47006106,-113.3251507,742,390,272.3,64.36,2154,29.87929434
442760086,-940902740,5,186,-234,161,1310,122.9007634
38.51361158,124.9519762,1212,950,-751.8928571,5.851318739,1735.5,3.371546378
38.84571803,127.3041782,802,956,-128.3928571,8.847897826,531.5,16.6470326
27.776189,-120.516714,9383.12,903.1008,25,880,822,1070.559611
53.38855978,-113.4453424,724,305,1.5,71.21,1443,49.34857935
22.887931,-120.517156,10019.65,1444.429,21,920,1384,664.7398844
32.234469,-119.899032,10290.31,384.2069,-62,918,388,2365.979381
38.77159468,128.9319277,886,586,-14.46428571,9.3954455,311.5,30.16194382
38.78743588,124.7452998,909,1314,-531.2857143,6.911570144,1309.5,5.278022256
40.8499966,129.666664,195,586,-6,12,3.5,3428.571429
39.94987634,124.5320363,803,782,-271.3214286,8.160974381,807.5,10.10646982
53.68676585,-113.3599683,715.17,269,271.7,101.21,1662,60.89651023
39.86366643,127.7160124,242,561,-445.3214286,7.324719752,1143.5,6.405526674
53.43061949,-113.3049277,768.57,276,244.3,98.22,2841,34.57233369
22.044711,-120.517111,10394.35,1537.737,88,906,1460,620.5479452
442760087,-940902738,2,175,-231,119,1830,65.0273224
21.650158,-120.516912,10388.37,1581.401,2,904,1496,604.2780749
442760087,-940902736,1,145,-231,132,2255,58.53658537
53.45965852,-113.7608189,726.56,327,283.2,68.06,642,106.0124611
442760089,-940902746,6,155,-227,183,100,1830
442760086,-940902741,3,199,-231,158,1015,155.6650246
53.38358342,-113.3816308,735.1,371,285.7,70,633,110.5845182
29.794449,-120.516692,10423.11,679.6223,9,917,636,1441.823899
37.92668703,126.2532796,709,1350,-423.5714286,7.429251581,1101.5,6.744667799
19.906282,-120.516994,7476.08,1774.215,-6,899,1656,542.8743961
442760088,-940902736,6,119,-234,169,2910,58.07560137
442760087,-940902742,2,102,-231,177,955,185.3403141
442760089,-940902746,3,195,-228,156,140,1114.285714
53.42402799,-113.70426,724.1,384,270.6,84.95,1338,63.49028401
442760085,-940902735,2,166,-230,130,4870,26.69404517
28.418936,-120.516933,10418.3,831.953,-50,890,762,1167.979003
442760087,-940902737,1,177,-232,157,3680,42.66304348
38.63525013,127.8224948,1019,689,-490.8928571,7.105700683,1231.5,5.769955894
53.70348347,-113.541284,701.19,357,162,92.9,1401,66.30977873
37.09647048,127.9076964,824,556,-52.78571429,9.211270373,385.5,23.89434597
33.612052,-118.390735,6934.85,170.188,-44,883,202,4371.287129
442760088,-940902746,2,150,-228,115,180,638.8888889
39.0178883,126.3864918,950,500,-69.35714286,9.131627075,417.5,21.87216066
442760086,-940902736,5,115,-233,185,4315,42.87369641
33.726117,-118.377319,6681.74,157.4537,65,900,190,4736.842105
38.86681247,126.4123341,187,1069,-267.1785714,8.180885205,799.5,10.23250182
53.40244447,-113.3060683,764.15,327,176,68.45,2538,26.97005516
37.11358085,125.1322621,1257,1233,-710.4642857,6.050426984,1655.5,3.654742968
442760087,-940902737,3,195,-230,100,2270,44.05286344
442760088,-940902746,1,166,-228,188,185,1016.216216
38.63546655,127.99316,102,1379,-364.5357143,7.71298083,987.5,7.810613499
17.510945,-120.51723,3863.91,2039.193,-58,915,1968,464.9390244
39.91963363,126.5073275,1176,571,-321.0357143,7.922044487,903.5,8.768173201
39.24204595,126.5371677,1273,1315,-238.1785714,8.320260977,743.5,11.19066708
53.41348686,-113.3072974,774.55,267,0.2,83.34,1503,55.4491018
39.29194959,127.6735273,1380,632,-330.3571429,7.877245132,921.5,8.548285547
442760087,-940902737,2,188,-231,112,3580,31.2849162
39.27722704,125.3646295,493,513,-173.9642857,8.628878757,619.5,13.92877927
442760087,-940902736,2,100,-233,131,3815,34.33813893
38.10039675,126.0443136,1202,693,-302.3928571,8.011643197,867.5,9.23532357
53.66310445,-113.2757013,633.66,341,189.6,92.48,1233,75.00405515
38.91812916,125.4451356,822,1285,-117,8.902652593,509.5,17.47331225
442760087,-940902736,3,154,-233,142,3780,37.56613757
28.26765,-120.517098,10419.2,848.7129,-6,899,776,1158.505155
442760086,-940902737,3,153,-231,156,4080,38.23529412
25.802024,-120.516814,880.34,1121.349,-80,907,1066,850.8442777
442760088,-940902737,2,157,-232,140,3060,45.75163399
38.686834,125.702005,195,1000,-41,11,179.5,61.28133705
53.62371631,-113.3783549,674.51,375,183.8,75.66,2124,35.62146893
37.63892239,127.9153461,742,1059,-470.1785714,7.205254805,1191.5,6.047213433
442760087,-940902736,6,125,-232,173,3865,44.7606727
39.43634844,124.8655734,446,1280,-344.8571429,7.807557246,949.5,8.222809106
53.64878051,-113.3678927,678.97,316,183.3,75.93,1911,39.73312402
24.93115,-120.51683,4829.41,1218.071,18,905,1184,764.3581081
29.926348,-120.51684,10418.9,665.0185,54,920,624,1474.358974
442760088,-940902736,6,195,-234,182,2935,62.01022147
25.143656,-120.516743,3936.82,1194.504,86,893,1160,769.8275862
18.288714,-120.517058,183.38,1952.978,17,884,1862,474.7583244
27.839031,-120.516952,9695.06,896.1612,44,880,816,1078.431373
442760087,-940902744,2,199,-233,112,570,196.4912281
39.22546054,125.2089658,778,1225,-328.2857143,7.887200544,917.5,8.596403863
27.90263,-120.517192,10010.06,889.1246,0,884,810,1091.358025
20.414254,-120.516676,9986.68,1718.154,-8,903,1608,561.5671642
32.65005,-119.367052,9739.3,316.0908,-4,892,330,2703.030303
442760086,-940902735,3,101,-235,187,4580,40.82969432
30.21102,-120.517068,10421.16,633.4704,-78,917,598,1533.444816
53.64515803,-113.3544117,695.94,389,127.7,81.4,2130,38.21596244
26.133884,-120.517217,894.77,1084.601,43,913,1014,900.3944773
53.38519348,-113.566681,721.99,249,153.4,110.12,1620,67.97530864
39.80235661,126.0507825,1187,511,-650.3928571,6.33913394,1539.5,4.117657642
19.029448,-120.516821,2720.84,1871.067,-83,908,1758,516.4960182
37.05658244,127.3712628,1280,586,-41.39285714,9.26602514,363.5,25.49112831
442760087,-940902737,1,193,-232,115,2390,48.11715481
34.020466,-118.341617,5856.08,124.6138,-62,891,158,5639.240506
53.40033937,-113.3489713,776.52,365,72.4,82.72,2529,32.70858047
26.084934,-120.516974,838.93,1090.004,90,894,1022,874.7553816
442760088,-940902737,1,101,-232,131,3085,42.46353323
53.39390436,-113.4373214,723.41,268,181.8,81.04,540,150.0740741
442760086,-940902735,2,104,-235,172,4720,36.44067797
442760087,-940902744,1,145,-233,129,420,307.1428571
53.39106051,-113.3348045,756.7,207,269.1,78.65,2049,38.38457784
20.130335,-120.51713,8561.51,1749.533,25,888,1634,543.4516524
53.60828485,-113.2789712,651.32,302,0.9,65.21,519,125.6454721
37.73802924,125.2050194,707,1157,-180.1785714,8.59901252,631.5,13.61680526
22.530353,-120.516942,10424.71,1484.027,-1,902,1416,637.0056497
442760086,-940902742,1,117,-236,126,830,151.8072289
34.44699,-118.063199,3756.33,67.88617,43,908,96,9458.333333
38.2069755,126.7919989,104,505,-484.6785714,7.135566919,1219.5,5.851223386
53.37666719,-113.3839219,747.09,249,192,82.63,2022,40.86547972
442760086,-940902736,4,161,-234,182,4540,40.08810573
25.056227,-120.517182,4309.21,1204.206,72,902,1170,770.9401709
53.69304764,-113.4325888,694.33,269,48.2,78.77,696,113.1752874
24.419272,-120.517174,6749.89,1274.832,-87,892,1238,720.5169628
442760089,-940902746,2,106,-227,135,105,1285.714286
442760086,-940902736,2,199,-234,175,4215,41.51838671
25.160848,-120.517235,3880.75,1192.583,-68,897,1158,774.611399
53.39089883,-113.3356158,764.7,225,87.4,76.15,60,1269.166667
53.62960726,-113.572258,720.99,288,42,49.05,2355,20.82802548
28.61343,-120.516747,10419.32,810.4169,-80,909,744,1221.774194
442760086,-940902735,2,174,-233,180,4660,38.62660944
40.8499966,129.666664,200,586,13,14,9.5,1473.684211
442760087,-940902737,2,103,-232,111,3725,29.79865772
53.41278306,-113.4218282,751.58,369,185.2,53.47,264,202.5378788
39.13682305,126.4606077,36,722,-459.8214286,7.255031866,1171.5,6.192942267
442760088,-940902744,5,177,-232,130,345,376.8115942
442760087,-940902737,1,100,-230,109,3970,27.4559194
22.263881,-120.517241,10394.83,1513.482,75,897,1440,622.9166667
20.173317,-120.517157,8779.4,1744.787,11,902,1630,553.3742331
39.66724403,124.5650959,1170,1123,-424.6071429,7.424273875,1103.5,6.727932827
38.05126217,126.5186428,1192,519,-755,5.836385621,1741.5,3.35135551
37.22324148,125.789536,1263,919,-222.6428571,8.394926569,713.5,11.76583962
442760087,-940902737,4,185,-230,109,3965,27.49054224
30.861144,-120.516941,10418.94,561.433,-50,894,538,1661.710037
442760088,-940902736,4,181,-234,104,2940,35.37414966
31.585319,-120.516967,10416.22,481.1816,-64,887,470,1887.234043
442760088,-940902737,4,181,-232,162,3000,54
32.997781,-118.916151,8846.58,258.8407,35,885,280,3160.714286
53.67802425,-113.5177109,726.52,257,239.1,88.26,2400,36.775
53.64101234,-113.2676704,636.58,254,83.1,77.2,231,334.1991342
442760087,-940902736,5,175,-233,126,4135,30.47158404
39.11283953,125.8104785,350,807,-298.25,8.031554022,859.5,9.344449124
442760087,-940902737,2,175,-230,187,2035,91.89189189
442760086,-940902741,4,194,-231,129,1010,127.7227723
442760087,-940902737,4,160,-232,108,3490,30.94555874
442760086,-940902739,1,187,-232,163,1455,112.0274914
442760086,-940902738,1,192,-233,165,1570,105.0955414
19.829761,-120.516813,7100.4,1782.655,55,910,1664,546.875
33.205251,-118.643362,8114.39,224.4664,90,884,250,3536
442760088,-940902737,3,178,-230,169,2000,84.5
22.709925,-120.516777,10224.86,1464.153,50,882,1400,630
37.9562998,126.0553899,1033,200,-19.64285714,9.370556969,321.5,29.14636693
442760088,-940902737,4,116,-235,109,3215,33.90357698
39.99956152,127.5545944,573,586,-59,9.181404136,397.5,23.09787204
53.38708406,-113.5140045,720.95,334,202,76.18,2820,27.0141844
39.75553767,126.5167843,1244,1201,-791.25,5.662165907,1811.5,3.125678116
39.75937068,127.7716005,1358,1344,-796.4285714,5.637277376,1821.5,3.094854447
23.762156,-120.517275,8561.8,1347.597,37,913,1302,701.2288786
30.580661,-120.516848,10418.99,592.5131,-11,906,564,1606.382979
37.08871967,124.328004,187,1203,-515.75,6.986235736,1279.5,5.460129532
442760087,-940902736,2,179,-235,177,3395,52.13549337
53.41680193,-113.6668213,652.38,231,179.1,74.15,2160,34.3287037
38.05870227,124.4702783,225,1106,-134.6071429,8.818031589,543.5,16.22452914
442760087,-940902737,2,136,-234,152,3360,45.23809524
38.31922498,127.1775195,819,1065,-479.5,7.16045545,1209.5,5.920178131
53.68281807,-113.3663521,694.25,350,281.4,73.88,1761,41.95343555
39.36345891,125.5242298,1270,1233,-161.5357143,8.68861123,595.5,14.59044707
23.510135,-120.517058,9083.74,1375.519,27,908,1326,684.7662142
53.6182318,-113.5678538,700.95,376,296.5,63.58,855,74.3625731
32.364703,-119.73301,10118.66,362.9025,-86,903,370,2440.540541
442760088,-940902737,6,102,-232,144,2945,48.89643463
442760087,-940902744,4,126,-232,163,405,402.4691358
442760087,-940902742,2,142,-235,136,875,155.4285714
27.49845,-120.517165,7895.22,933.7715,79,887,850,1043.529412
20.767691,-120.517149,10390.14,1679.05,-31,891,1576,565.3553299
53.6608089,-113.5616058,720.72,297,94.6,82.37,2766,29.77946493
37.9382,126.5878,120,500,61,6,105.5,56.87203791
53.38864516,-113.3406431,750.9,224,269.1,62.49,909,68.74587459
53.37434619,-113.572772,714.82,255,271,79.04,2574,30.70707071
442760086,-940902742,6,157,-232,150,920,163.0434783
53.68198472,-113.3444818,708.19,307,180.5,75.66,552,137.0652174
442760087,-940902736,2,107,-230,129,2110,61.13744076
53.40192928,-113.3751133,748.28,325,270.9,75.52,2481,30.43933898
442760087,-940902737,5,178,-233,113,3955,28.57142857
38.42750887,126.7640073,321,586,1.071428571,9.470111092,281.5,33.64160246
40.8499966,129.666664,0,586,-3,12,21.5,558.1395349
32.872351,-119.079367,9217.35,279.5101,39,907,298,3043.624161
39.11716215,127.6082655,1181,586,7.285714286,9.499977328,269.5,35.2503797
34.629899,-118.134193,980.13,2.98259,56,885,8,110625
53.56156857,-113.333518,694.76,321,0.2,80.02,2388,33.50921273
39.83067925,124.860518,1322,835,-168.7857143,8.653767287,609.5,14.19814157
28.37571,-120.517109,10417.82,836.7379,-90,902,766,1177.545692
37.25397103,127.7090864,1372,828,-575.8214286,6.697528781,1395.5,4.799375694
39.76728714,125.7496425,426,500,30.07142857,9.609486863,225.5,42.61413243
53.66510488,-113.255465,649.12,289,81.5,79.42,2007,39.57149975
19.506476,-120.517126,5289.1,1818.381,-8,911,1700,535.8823529
26.479107,-120.517144,2327.27,1046.446,29,898,964,931.5352697
53.65627557,-113.4023115,676.92,344,256,78.17,2532,30.8728278
29.441885,-120.516744,10417.31,718.688,52,913,668,1366.766467
442760086,-940902735,4,182,-234,103,4725,21.7989418
38.00006401,126.0407817,36,586,-57.96428571,9.186381842,395.5,23.22726129
30.254656,-120.516792,10418.26,628.6313,-12,915,594,1540.40404
53.59799912,-113.6309103,764.99,224,47.9,81.52,1932,42.19461698
37.41336701,128.7566954,62,1303,-342.7857143,7.817512658,945.5,8.268125498
19.352134,-120.51696,4479.1,1835.41,87,896,1718,521.5366705
27.117146,-120.517148,5762.22,975.9486,49,897,890,1007.865169
39.48372398,125.5448503,408,1000,-73.5,9.111716251,425.5,21.41413925
19.402711,-120.516805,4744.82,1829.833,-59,915,1712,534.4626168
25.943077,-120.516866,845.67,1105.765,72,919,1044,880.2681992
442760086,-940902739,1,144,-234,135,1560,86.53846154
442760086,-940902736,3,171,-230,152,4235,35.89138135
442760086,-940902738,6,138,-231,116,1750,66.28571429
442760087,-940902738,4,123,-228,170,1930,88.08290155
38.97618764,126.0838568,1009,586,-49.67857143,9.226203491,379.5,24.31147165
442760087,-940902744,6,161,-232,100,435,229.8850575
442760087,-940902736,2,135,-231,180,2200,81.81818182
24.632915,-120.5169,6068.05,1251.138,-41,903,1216,742.5986842
442760087,-940902737,2,176,-232,186,2420,76.85950413
53.40886166,-113.5605326,734.25,336,348.3,84.85,1788,47.45525727
23.866274,-120.517237,8315.23,1336.076,-35,906,1292,701.2383901
33.246655,-118.588272,7928.47,217.6032,-15,903,244,3700.819672
25.020766,-120.516787,4461.35,1208.144,79,918,1174,781.9420784
442760088,-940902744,4,154,-234,158,385,410.3896104
24.83979,-120.516819,5194.87,1228.201,10,894,1194,748.7437186
37.03446137,125.9629379,238,728,-280.6428571,8.116175026,825.5,9.831829226
442760087,-940902737,6,105,-233,166,2575,64.46601942
29.728395,-120.51728,10420.98,686.9445,27,894,642,1392.523364
53.36991868,-113.4072231,749.69,325,290.6,66.37,2259,29.38025675
39.49767434,124.1356895,1060,710,-167.75,8.658744993,607.5,14.25307818
53.4660683,-113.7261112,737.42,212,356.1,80.74,1395,57.8781362
53.6414609,-113.5568156,727.16,360,18.2,60.06,1341,44.78747204
53.6450246,-113.2790739,644.55,346,253.5,67.72,1356,49.94100295
53.66630642,-113.3659948,705.52,243,270.1,84.83,2880,29.45486111
53.48803348,-113.7763533,749.03,226,297.5,79.52,621,128.0515298
442760087,-940902737,5,107,-233,169,3275,51.60305344
442760086,-940902742,4,157,-228,158,1095,144.2922374
53.5900624,-113.6301764,730.44,389,351.1,69.63,477,145.9748428
39.40167,127.5369,195,586,-36,15,111.5,134.529148
442760086,-940902736,1,148,-233,133,4325,30.75144509
442760086,-940902738,3,141,-230,174,1855,93.80053908
37.13417509,125.0373298,52,1347,-496.0714286,7.080812152,1241.5,5.703433066
442760088,-940902737,4,136,-232,155,2985,51.92629816
442760087,-940902737,5,122,-233,159,3270,48.62385321
29.134669,-120.516887,10415.66,752.7001,77,888,696,1275.862069
18.32855,-120.517768,178.75,1948.551,39,898,1856,483.8362069
442760087,-940902737,2,135,-232,149,2425,61.44329897
29.178393,-120.516755,10416.82,747.8616,2,883,692,1276.011561
53.67159226,-113.3333435,703.04,350,184.5,62.54,1257,49.75338107
442760087,-940902736,4,160,-232,179,3850,46.49350649
38.54259455,127.6312501,885,1201,-542.6785714,6.856815376,1331.5,5.149692359
